study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_bytes	fastq_ftp
PRJNA396019	SAMN07554296	SRS2460066	SRX3125777	SRR5968644	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell360	PAIRED	26067910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968644/SRR5968644.fastq.gz
PRJNA396019	SAMN07554388	SRS2460068	SRX3125776	SRR5968645	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell46	PAIRED	24617988;29155752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968645/SRR5968645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968645/SRR5968645_2.fastq.gz
PRJNA396019	SAMN07554387	SRS2460065	SRX3125775	SRR5968646	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell45	PAIRED	20700192;25387376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968646/SRR5968646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968646/SRR5968646_2.fastq.gz
PRJNA396019	SAMN07554390	SRS2460064	SRX3125774	SRR5968647	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell48	PAIRED	30122509;36548279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968647/SRR5968647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968647/SRR5968647_2.fastq.gz
PRJNA396019	SAMN07554389	SRS2460063	SRX3125773	SRR5968648	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell47	PAIRED	15289006;17986924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968648/SRR5968648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968648/SRR5968648_2.fastq.gz
PRJNA396019	SAMN07554144	SRS2460062	SRX3125772	SRR5968649	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell208	PAIRED	14397546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968649/SRR5968649.fastq.gz
PRJNA396019	SAMN07554124	SRS2460061	SRX3125771	SRR5968650	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell188	PAIRED	3063356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968650/SRR5968650.fastq.gz
PRJNA396019	SAMN07554123	SRS2460059	SRX3125770	SRR5968651	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell187	PAIRED	5571779	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968651/SRR5968651.fastq.gz
PRJNA396019	SAMN07554122	SRS2460060	SRX3125769	SRR5968652	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell186	PAIRED	29023040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968652/SRR5968652.fastq.gz
PRJNA396019	SAMN07554121	SRS2460058	SRX3125768	SRR5968653	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell185	PAIRED	2787739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968653/SRR5968653.fastq.gz
PRJNA396019	SAMN07554120	SRS2460057	SRX3125767	SRR5968654	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell184	PAIRED	7567310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968654/SRR5968654.fastq.gz
PRJNA396019	SAMN07554119	SRS2460056	SRX3125766	SRR5968655	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell183	PAIRED	2008752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968655/SRR5968655.fastq.gz
PRJNA396019	SAMN07554165	SRS2460055	SRX3125765	SRR5968656	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell229	PAIRED	163614327	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968656/SRR5968656.fastq.gz
PRJNA396019	SAMN07554117	SRS2460054	SRX3125764	SRR5968657	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell181	PAIRED	7609801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968657/SRR5968657.fastq.gz
PRJNA396019	SAMN07554163	SRS2460053	SRX3125763	SRR5968658	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell227	PAIRED	116291223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968658/SRR5968658.fastq.gz
PRJNA396019	SAMN07554164	SRS2460052	SRX3125762	SRR5968659	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell228	PAIRED	12709167	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968659/SRR5968659.fastq.gz
PRJNA396019	SAMN07554161	SRS2460051	SRX3125761	SRR5968660	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell225	PAIRED	13054766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968660/SRR5968660.fastq.gz
PRJNA396019	SAMN07554162	SRS2460050	SRX3125760	SRR5968661	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell226	PAIRED	86441629	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968661/SRR5968661.fastq.gz
PRJNA396019	SAMN07554159	SRS2460049	SRX3125759	SRR5968662	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell223	PAIRED	33067389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968662/SRR5968662.fastq.gz
PRJNA396019	SAMN07554160	SRS2460048	SRX3125758	SRR5968663	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell224	PAIRED	14769896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968663/SRR5968663.fastq.gz
PRJNA396019	SAMN07553939	SRS2460047	SRX3125757	SRR5968664	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell3	PAIRED	3364364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968664/SRR5968664.fastq.gz
PRJNA396019	SAMN07553940	SRS2460046	SRX3125756	SRR5968665	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell4	PAIRED	123291584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968665/SRR5968665.fastq.gz
PRJNA396019	SAMN07554075	SRS2460045	SRX3125755	SRR5968666	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell139	PAIRED	24076062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968666/SRR5968666.fastq.gz
PRJNA396019	SAMN07554076	SRS2460044	SRX3125754	SRR5968667	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell140	PAIRED	18649712	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968667/SRR5968667.fastq.gz
PRJNA396019	SAMN07554069	SRS2460043	SRX3125753	SRR5968668	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell133	PAIRED	105123376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968668/SRR5968668.fastq.gz
PRJNA396019	SAMN07554070	SRS2460042	SRX3125752	SRR5968669	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell134	PAIRED	9585807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968669/SRR5968669.fastq.gz
PRJNA396019	SAMN07554067	SRS2460041	SRX3125751	SRR5968670	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell131	PAIRED	25213862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968670/SRR5968670.fastq.gz
PRJNA396019	SAMN07554068	SRS2460040	SRX3125750	SRR5968671	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell132	PAIRED	1891587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968671/SRR5968671.fastq.gz
PRJNA396019	SAMN07554073	SRS2460039	SRX3125749	SRR5968672	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell137	PAIRED	75847744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968672/SRR5968672.fastq.gz
PRJNA396019	SAMN07554074	SRS2460038	SRX3125748	SRR5968673	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell138	PAIRED	8229100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968673/SRR5968673.fastq.gz
PRJNA396019	SAMN07554071	SRS2460037	SRX3125747	SRR5968674	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell135	PAIRED	12358958	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968674/SRR5968674.fastq.gz
PRJNA396019	SAMN07554072	SRS2460036	SRX3125746	SRR5968675	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell136	PAIRED	53284074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968675/SRR5968675.fastq.gz
PRJNA396019	SAMN07554246	SRS2460035	SRX3125745	SRR5968676	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell310	PAIRED	26276840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968676/SRR5968676.fastq.gz
PRJNA396019	SAMN07554245	SRS2460034	SRX3125744	SRR5968677	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell309	PAIRED	45689579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968677/SRR5968677.fastq.gz
PRJNA396019	SAMN07554244	SRS2460033	SRX3125743	SRR5968678	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell308	PAIRED	32289734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968678/SRR5968678.fastq.gz
PRJNA396019	SAMN07554243	SRS2460032	SRX3125742	SRR5968679	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell307	PAIRED	29475715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968679/SRR5968679.fastq.gz
PRJNA396019	SAMN07554425	SRS2460031	SRX3125741	SRR5968680	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell83	PAIRED	36029689;41542544	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968680/SRR5968680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968680/SRR5968680_2.fastq.gz
PRJNA396019	SAMN07554348	SRS2460030	SRX3125740	SRR5968681	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell6	PAIRED	36218246;44272148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968681/SRR5968681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968681/SRR5968681_2.fastq.gz
PRJNA396019	SAMN07554347	SRS2460029	SRX3125739	SRR5968682	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell5	PAIRED	19379144;23466376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968682/SRR5968682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968682/SRR5968682_2.fastq.gz
PRJNA396019	SAMN07554350	SRS2460028	SRX3125738	SRR5968683	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell8	PAIRED	14196585;17194716	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968683/SRR5968683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968683/SRR5968683_2.fastq.gz
PRJNA396019	SAMN07554349	SRS2460026	SRX3125737	SRR5968684	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell7	PAIRED	13650621;16369308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968684/SRR5968684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968684/SRR5968684_2.fastq.gz
PRJNA396019	SAMN07554352	SRS2460027	SRX3125736	SRR5968685	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell10	PAIRED	3169474;3590485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968685/SRR5968685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968685/SRR5968685_2.fastq.gz
PRJNA396019	SAMN07554351	SRS2460025	SRX3125735	SRR5968686	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell9	PAIRED	1378621;1720103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968686/SRR5968686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968686/SRR5968686_2.fastq.gz
PRJNA396019	SAMN07554354	SRS2460024	SRX3125734	SRR5968687	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell12	PAIRED	4295942;4744311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968687/SRR5968687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968687/SRR5968687_2.fastq.gz
PRJNA396019	SAMN07554353	SRS2460023	SRX3125733	SRR5968688	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell11	PAIRED	3048264;3466271	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968688/SRR5968688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968688/SRR5968688_2.fastq.gz
PRJNA396019	SAMN07554356	SRS2460022	SRX3125732	SRR5968689	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell14	PAIRED	7542667;8767731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968689/SRR5968689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968689/SRR5968689_2.fastq.gz
PRJNA396019	SAMN07554355	SRS2460021	SRX3125731	SRR5968690	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell13	PAIRED	6725298;7532392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968690/SRR5968690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968690/SRR5968690_2.fastq.gz
PRJNA396019	SAMN07554426	SRS2460020	SRX3125730	SRR5968691	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell84	PAIRED	34904742;40598290	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968691/SRR5968691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968691/SRR5968691_2.fastq.gz
PRJNA396019	SAMN07553980	SRS2460019	SRX3125729	SRR5968692	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell44	PAIRED	261999436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968692/SRR5968692.fastq.gz
PRJNA396019	SAMN07553979	SRS2460018	SRX3125728	SRR5968693	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell43	PAIRED	68207824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968693/SRR5968693.fastq.gz
PRJNA396019	SAMN07553978	SRS2460017	SRX3125727	SRR5968694	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell42	PAIRED	45487153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968694/SRR5968694.fastq.gz
PRJNA396019	SAMN07553977	SRS2460016	SRX3125726	SRR5968695	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell41	PAIRED	49811359	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968695/SRR5968695.fastq.gz
PRJNA396019	SAMN07553984	SRS2460015	SRX3125725	SRR5968696	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell48	PAIRED	144668807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968696/SRR5968696.fastq.gz
PRJNA396019	SAMN07553983	SRS2460014	SRX3125724	SRR5968697	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell47	PAIRED	313122453	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968697/SRR5968697.fastq.gz
PRJNA396019	SAMN07553982	SRS2460013	SRX3125723	SRR5968698	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell46	PAIRED	76468806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968698/SRR5968698.fastq.gz
PRJNA396019	SAMN07553981	SRS2460012	SRX3125722	SRR5968699	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell45	PAIRED	141331802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968699/SRR5968699.fastq.gz
PRJNA396019	SAMN07553986	SRS2460010	SRX3125721	SRR5968700	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell50	PAIRED	69760470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968700/SRR5968700.fastq.gz
PRJNA396019	SAMN07553985	SRS2460011	SRX3125720	SRR5968701	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell49	PAIRED	54123102	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968701/SRR5968701.fastq.gz
PRJNA396019	SAMN07554396	SRS2460009	SRX3125719	SRR5968702	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell54	PAIRED	21228588;24546660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968702/SRR5968702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968702/SRR5968702_2.fastq.gz
PRJNA396019	SAMN07554199	SRS2460008	SRX3125718	SRR5968703	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell263	PAIRED	28606271	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968703/SRR5968703.fastq.gz
PRJNA396019	SAMN07554200	SRS2460006	SRX3125717	SRR5968704	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell264	PAIRED	53357909	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968704/SRR5968704.fastq.gz
PRJNA396019	SAMN07554197	SRS2460007	SRX3125716	SRR5968705	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell261	PAIRED	45801912	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968705/SRR5968705.fastq.gz
PRJNA396019	SAMN07554198	SRS2460005	SRX3125715	SRR5968706	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell262	PAIRED	73855975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968706/SRR5968706.fastq.gz
PRJNA396019	SAMN07554203	SRS2460004	SRX3125714	SRR5968707	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell267	PAIRED	60407474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968707/SRR5968707.fastq.gz
PRJNA396019	SAMN07554204	SRS2460003	SRX3125713	SRR5968708	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell268	PAIRED	12628899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968708/SRR5968708.fastq.gz
PRJNA396019	SAMN07554201	SRS2460002	SRX3125712	SRR5968709	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell265	PAIRED	13709523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968709/SRR5968709.fastq.gz
PRJNA396019	SAMN07554202	SRS2460001	SRX3125711	SRR5968710	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell266	PAIRED	111806179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968710/SRR5968710.fastq.gz
PRJNA396019	SAMN07554242	SRS2460000	SRX3125710	SRR5968711	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell306	PAIRED	21461254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968711/SRR5968711.fastq.gz
PRJNA396019	SAMN07554241	SRS2459999	SRX3125709	SRR5968712	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell305	PAIRED	67748919	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968712/SRR5968712.fastq.gz
PRJNA396019	SAMN07554205	SRS2459998	SRX3125708	SRR5968713	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell269	PAIRED	55694278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968713/SRR5968713.fastq.gz
PRJNA396019	SAMN07554206	SRS2459997	SRX3125707	SRR5968714	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell270	PAIRED	21772992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968714/SRR5968714.fastq.gz
PRJNA396019	SAMN07554238	SRS2459996	SRX3125706	SRR5968715	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell302	PAIRED	49901418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968715/SRR5968715.fastq.gz
PRJNA396019	SAMN07554237	SRS2459995	SRX3125705	SRR5968716	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell301	PAIRED	118588549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968716/SRR5968716.fastq.gz
PRJNA396019	SAMN07554240	SRS2459994	SRX3125704	SRR5968717	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell304	PAIRED	96062776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968717/SRR5968717.fastq.gz
PRJNA396019	SAMN07554239	SRS2459993	SRX3125703	SRR5968718	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell303	PAIRED	24079196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968718/SRR5968718.fastq.gz
PRJNA396019	SAMN07554401	SRS2459992	SRX3125702	SRR5968719	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell59	PAIRED	82261026;108011113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968719/SRR5968719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968719/SRR5968719_2.fastq.gz
PRJNA396019	SAMN07554402	SRS2459991	SRX3125701	SRR5968720	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell60	PAIRED	17444322;21638176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968720/SRR5968720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968720/SRR5968720_2.fastq.gz
PRJNA396019	SAMN07554403	SRS2459990	SRX3125700	SRR5968721	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell61	PAIRED	18488788;21614374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968721/SRR5968721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968721/SRR5968721_2.fastq.gz
PRJNA396019	SAMN07554404	SRS2459989	SRX3125699	SRR5968722	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell62	PAIRED	24581276;30965356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968722/SRR5968722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968722/SRR5968722_2.fastq.gz
PRJNA396019	SAMN07554397	SRS2459988	SRX3125698	SRR5968723	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell55	PAIRED	9284041;10960146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968723/SRR5968723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968723/SRR5968723_2.fastq.gz
PRJNA396019	SAMN07554398	SRS2459987	SRX3125697	SRR5968724	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell56	PAIRED	31387563;39124163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968724/SRR5968724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968724/SRR5968724_2.fastq.gz
PRJNA396019	SAMN07554399	SRS2459986	SRX3125696	SRR5968725	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell57	PAIRED	26521546;33064491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968725/SRR5968725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968725/SRR5968725_2.fastq.gz
PRJNA396019	SAMN07554400	SRS2459985	SRX3125695	SRR5968726	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell58	PAIRED	24322153;29917090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968726/SRR5968726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5968726/SRR5968726_2.fastq.gz
PRJNA396019	SAMN07554405	SRS2459984	SRX3125694	SRR5968727	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell63	PAIRED	13998253;16588531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968727/SRR5968727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5968727/SRR5968727_2.fastq.gz
PRJNA396019	SAMN07554406	SRS2459983	SRX3125693	SRR5968728	9606	Homo sapiens	Illumina HiSeq 4000	KTN3022cell64	PAIRED	42832777;49940699	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968728/SRR5968728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5968728/SRR5968728_2.fastq.gz
PRJNA396019	SAMN07554102	SRS2460482	SRX3126192	SRR5968729	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell166	PAIRED	8211771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5968729/SRR5968729.fastq.gz
PRJNA396019	SAMN07554314	SRS2460343	SRX3126055	SRR5968730	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell378	PAIRED	14550936	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5968730/SRR5968730.fastq.gz
PRJNA396019	SAMN07554101	SRS2460478	SRX3126191	SRR5968731	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell165	PAIRED	5300597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5968731/SRR5968731.fastq.gz
PRJNA396019	SAMN07554104	SRS2460480	SRX3126190	SRR5968732	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell168	PAIRED	12397837	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5968732/SRR5968732.fastq.gz
PRJNA396019	SAMN07554103	SRS2460481	SRX3126189	SRR5968733	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell167	PAIRED	2846769	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5968733/SRR5968733.fastq.gz
PRJNA396019	SAMN07554225	SRS2460479	SRX3126188	SRR5968734	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell289	PAIRED	121645165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5968734/SRR5968734.fastq.gz
PRJNA396019	SAMN07554226	SRS2460477	SRX3126187	SRR5968735	9606	Homo sapiens	Illumina HiSeq 4000	KTN3020cell290	PAIRED	10850431	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5968735/SRR5968735.fastq.gz
